plate,figure,printed_name,printed_latin,scientific,common,ebird_code,taxonomy,wikidata,gbif,avibase,birdnet_label,form,confidence,caption_checked,reason,sources
335,,Sanderling,Arenaria Calidris,Calidris alba,Sanderling,sander,eBird/Clements 2025,Q58958,2481748,06B9BD243A756B28,Calidris alba_Sanderling,,high,yes,Sanderling,General List (vol. I); engraved caption on the leaf; crosswalk
336,,Red-necked Phalarope,Phalaropus hyperboreus,Phalaropus lobatus,Red-necked Phalarope,renpha,eBird/Clements 2025,Q206840,5739290,E6F3BA54577746FB,Phalaropus lobatus_Red-necked Phalarope,,high,yes,Red-necked Phalarope,General List (vol. I); engraved caption on the leaf; crosswalk
337,,Grey Phalarope,Phalaropus platyrhynchus,Phalaropus fulicarius,Red Phalarope,redpha1,eBird/Clements 2025,Q208335,5229390,18A1938091EEEA73,Phalaropus fulicarius_Red Phalarope,,high,yes,Grey (Red) Phalarope,General List (vol. I); engraved caption on the leaf; crosswalk
338,,Coot,Fulica atra,Fulica atra,Eurasian Coot,eurcoo,eBird/Clements 2025,Q25376,2474377,B682B2A9C922D4C4,Fulica atra_Eurasian Coot,,high,yes,Fulica atra Linn. = Fulica atra (Eurasian Coot); same species,General List (vol. I); engraved caption on the leaf; crosswalk
339,,Water Rail,Rallus aquaticus,Rallus aquaticus,Water Rail,watrai1,eBird/Clements 2025,Q185099,2474831,DE1D2DF4456931FF,Rallus aquaticus_Water Rail,,high,yes,Rallus aquaticus Linn. = Rallus aquaticus (Water Rail); same species,General List (vol. I); engraved caption on the leaf; crosswalk
340,,Hyacinthine Porphyrio,Porphyrio hyacinthinus,Porphyrio porphyrio,Western Swamphen,purswa1,eBird/Clements 2025,Q187902,2474416,B6838E0C,Porphyrio porphyrio_Western Swamphen,,high,yes,"Porphyrio hyacinthinus Temm. = the Mediterranean purple swamphen, now Western Swamphen after the split",General List (vol. I); engraved caption on the leaf; crosswalk
341,,Land Rail,Gallinula crex,Crex crex,Corn Crake,corcra,eBird/Clements 2025,Q26017,4408498,7E2572426E200D08,Crex crex_Corn Crake,,high,yes,Land Rail = Corn Crake,General List (vol. I); engraved caption on the leaf; crosswalk
342,,Common Gallinule,Gallinula chloropus,Gallinula chloropus,Eurasian Moorhen,commoo3,eBird/Clements 2025,Q18847,5228199,8F82FF8C30667D90,Gallinula chloropus_Eurasian Moorhen,,high,yes,Moorhen,General List (vol. I); engraved caption on the leaf; crosswalk
343,,Spotted Crake,Zapornia porzana,Porzana porzana,Spotted Crake,spocra1,eBird/Clements 2025,Q194024,2474621,460708F99737A6A2,Porzana porzana_Spotted Crake,,high,yes,Spotted Crake,General List (vol. I); engraved caption on the leaf; crosswalk
344,,Baillon's Crake,Zapornia Baillonii,Zapornia pusilla,Baillon's Crake,baicra1,eBird/Clements 2025,Q237670,,34D5B04DE53894FF,Zapornia pusilla_Baillon's Crake,,high,yes,Baillon's Crake is today's Zapornia pusilla,General List (vol. I); engraved caption on the leaf; crosswalk
345,,Little Crake,Zapornia pusilla,Zapornia parva,Little Crake,litcra1,eBird/Clements 2025,Q270680,9272513,9106EBE6C0914933,Zapornia parva_Little Crake,,high,yes,Gould's Little Crake (Stephens's pusilla) = Zapornia parva; his Baillon's is plate 344. Trap: modern Z. pusilla is Baillon's Crake,General List (vol. I); engraved caption on the leaf; crosswalk
346,,Snow Goose,Anser hyperboreus,Anser caerulescens,Snow Goose,snogoo,eBird/Clements 2025,Q27074540,2498167,D3A260BCA65503C6,Anser caerulescens_Snow Goose,,high,yes,Snow Goose,General List (vol. I); engraved caption on the leaf; crosswalk
347,,Grey Lag Wild Goose,Anser ferus,Anser anser,Graylag Goose,gragoo,eBird/Clements 2025,Q25882,2498036,4AED44E819A43204,Anser anser_Graylag Goose,,high,yes,Greylag,General List (vol. I); engraved caption on the leaf; crosswalk
348,,Bean Goose,Anser segetum,,,,,,,,,,low,no,"Bean Goose, now split Taiga (A. fabalis) / Tundra (A. serrirostris); both winter in Britain and the plate could show either. Blank",General List (vol. I); crosswalk
349,,White-fronted Goose,Anser albifrons,Anser albifrons,Greater White-fronted Goose,gwfgoo,eBird/Clements 2025,Q172093,2498017,466E9077BE220EBE,Anser albifrons_Greater White-fronted Goose,,high,yes,Anser albifrons Steph. = Anser albifrons (Greater White-fronted Goose); same species,General List (vol. I); engraved caption on the leaf; crosswalk
350,,Bernicle Goose,Anser leucopsis,Branta leucopsis,Barnacle Goose,bargoo,eBird/Clements 2025,Q26680,5232464,3163ED86A508BB83,Branta leucopsis_Barnacle Goose,,high,yes,Barnacle Goose,General List (vol. I); engraved caption on the leaf; crosswalk
351,,Red-breasted Goose,Anser ruficollis,,,,,,,,,,high,no,"Anser ruficollis = Branta ruficollis, which is not a BirdNET V2.4 label; blank",General List (vol. I); crosswalk
352,,Brent Goose,Anser Brenta,Branta bernicla,Brant,brant,eBird/Clements 2025,Q27050,5232446,3E04020B54C14FCC,Branta bernicla_Brant,,high,yes,Brent Goose (BirdNET: Brant),General List (vol. I); engraved caption on the leaf; crosswalk
353,,Egyptian Goose,Chenalopex Egyptiaca,Alopochen aegyptiaca,Egyptian Goose,egygoo,eBird/Clements 2025,Q274179,2498252,DA2F24E310CF72A6,Alopochen aegyptiaca_Egyptian Goose,,high,yes,"Chenalopex Egyptiaca Steph. = Alopochen aegyptiaca (Egyptian Goose); same species, older binomial",General List (vol. I); engraved caption on the leaf; crosswalk
354,,Domestic Swan,Cygnus mansuetus,Cygnus olor,Mute Swan,mutswa,eBird/Clements 2025,Q25402,2498343,694C127A5D849FFE,Cygnus olor_Mute Swan,,high,yes,"Domestic (tame) Swan = Mute Swan; anchor, verified on the plate",General List (vol. I); engraved caption on the leaf; crosswalk
355,,"Whistling Swan, or Hooper",Cygnus ferus,Cygnus cygnus,Whooper Swan,whoswa,eBird/Clements 2025,Q25612,2498347,BDDB5670D2D20A55,Cygnus cygnus_Whooper Swan,,high,yes,Cygnus ferus = Whooper Swan ('Hooper'). Trap: BirdNET-era 'Whistling Swan' is the Tundra Swan,General List (vol. I); engraved caption on the leaf; crosswalk
356,,Bewick's Swan,Cygnus Bewickii,Cygnus columbianus,Tundra Swan,tunswa,eBird/Clements 2025,Q26603,2498338,0BCBA6B9CC19E7BA,Cygnus columbianus_Tundra Swan,subspecies,high,yes,"Bewick's Swan = C. columbianus bewickii, Tundra Swan",General List (vol. I); engraved caption on the leaf; crosswalk
357,,Common Shieldrake,Tadorna vulpanser,Tadorna tadorna,Common Shelduck,comshe,eBird/Clements 2025,Q25761,2498009,5EAB32D3007896F3,Tadorna tadorna_Common Shelduck,,high,yes,Common Shelduck,General List (vol. I); engraved caption on the leaf; crosswalk
358,,Ruddy Shieldrake,Tadorna rutila,Tadorna ferruginea,Ruddy Shelduck,rudshe,eBird/Clements 2025,Q170723,2498015,1F9D883EB44DEFD6,Tadorna ferruginea_Ruddy Shelduck,,high,yes,Ruddy Shelduck,General List (vol. I); engraved caption on the leaf; crosswalk
359,,Widgeon,Mareca Penelope,Mareca penelope,Eurasian Wigeon,eurwig,eBird/Clements 2025,Q28106837,8000602,15EE0D3685082E13,Mareca penelope_Eurasian Wigeon,,high,yes,Eurasian Wigeon,General List (vol. I); engraved caption on the leaf; crosswalk
360,,Shoveller Duck,Rhynchaspis clypeata,Spatula clypeata,Northern Shoveler,norsho,eBird/Clements 2025,Q28106731,8332393,ED4CE8E7CFF43696,Spatula clypeata_Northern Shoveler,,high,yes,Shoveler,General List (vol. I); engraved caption on the leaf; crosswalk
361,,Common Wild Duck,Anas Boschas,Anas platyrhynchos,Mallard,mallar3,eBird/Clements 2025,Q25348,9761484,85625D75F2524457,Anas platyrhynchos_Mallard,,high,yes,Mallard,General List (vol. I); engraved caption on the leaf; crosswalk
362,,Common Teal,Querquedula Crecca,Anas crecca,Green-winged Teal,gnwtea,eBird/Clements 2025,Q25700,8214667,115F04DDF18F7CFF,Anas crecca_Green-winged Teal,,high,yes,Common (Eurasian) Teal,General List (vol. I); engraved caption on the leaf; crosswalk
363,,Bimaculated Teal,Querquedula glocitans,,,,,,,,,,high,no,"Querquedula glocitans = Sibirionetta formosa, which is not a BirdNET V2.4 label; blank. Anas glocitans Pall. = Baikal Teal",General List (vol. I); crosswalk
364,,Gargany Teal,Querquedula circia,Spatula querquedula,Garganey,gargan,eBird/Clements 2025,Q28106902,9274012,F577BA0F5BB7BD3F,Spatula querquedula_Garganey,,high,yes,Garganey,General List (vol. I); engraved caption on the leaf; crosswalk
365,,Pintail Duck,Dafila caudacuta,Anas acuta,Northern Pintail,norpin,eBird/Clements 2025,Q25450,2498112,56CCA7179C9FA71D,Anas acuta_Northern Pintail,,high,yes,Pintail,General List (vol. I); engraved caption on the leaf; crosswalk
366,,Gadwall,Chauliodes strepera,Mareca strepera,Gadwall,gadwal,eBird/Clements 2025,Q28106966,9362027,C235A4D712BB8855,Mareca strepera_Gadwall,,high,yes,Gadwall,General List (vol. I); engraved caption on the leaf; crosswalk
367,,Red-headed Pochard,Fuligula ferina,Aythya ferina,Common Pochard,compoc,eBird/Clements 2025,Q26742,2498255,A96692E0C9F7508B,Aythya ferina_Common Pochard,,high,yes,Pochard,General List (vol. I); engraved caption on the leaf; crosswalk
368,,"White-eyed, or Castaneous Duck",Fuligula leucophthalma,Aythya nyroca,Ferruginous Duck,ferduc,eBird/Clements 2025,Q191723,2498259,7CF91527F5832F30,Aythya nyroca_Ferruginous Duck,,high,yes,White-eyed Duck = Ferruginous Duck,General List (vol. I); engraved caption on the leaf; crosswalk
369,,Red-crested Duck,Fuligula rufina,Netta rufina,Red-crested Pochard,recpoc,eBird/Clements 2025,Q244350,2498180,3EC2CDA952B4A18C,Netta rufina_Red-crested Pochard,,high,yes,Fuligula rufina Steph. = Netta rufina (Red-crested Pochard); same species,General List (vol. I); engraved caption on the leaf; crosswalk
370,,Tufted Duck,Fuligula cristata,Aythya fuligula,Tufted Duck,tufduc,eBird/Clements 2025,Q26444,2498261,67CEA1C1FC88F1DB,Aythya fuligula_Tufted Duck,,high,yes,Tufted Duck,General List (vol. I); engraved caption on the leaf; crosswalk
371,,Scaup Pochard,Fuligula marila,Aythya marila,Greater Scaup,gresca,eBird/Clements 2025,Q26635,2498265,25C94A8F90A829F7,Aythya marila_Greater Scaup,,high,yes,Scaup,General List (vol. I); engraved caption on the leaf; crosswalk
372,,Western Duck,Fuligula Dispar,,,,,,,,,,high,no,"Fuligula Dispar = Polysticta stelleri, which is not a BirdNET V2.4 label; blank. Anas dispar Sparrm. = Steller's Eider ('Western Duck')",General List (vol. I); crosswalk
373,,Marbled Duck,Fuligula marmorata,,,,,,,,,,high,no,"Fuligula marmorata = Marmaronetta angustirostris, which is not a BirdNET V2.4 label; blank. Marbled Duck (Teal)",General List (vol. I); crosswalk
374,,Eider Duck,Somateria mollissima,Somateria mollissima,Common Eider,comeid,eBird/Clements 2025,Q26696,2498352,B77377EEB852D0AF,Somateria mollissima_Common Eider,,high,yes,Somateria mollissima Leach. = Somateria mollissima (Common Eider); same species,General List (vol. I); engraved caption on the leaf; crosswalk
375,,King Duck,Somateria spectabilis,Somateria spectabilis,King Eider,kineid,eBird/Clements 2025,Q207846,2498350,F3D7491432CC59E7,Somateria spectabilis_King Eider,,high,yes,Somateria spectabilis Leach. = Somateria spectabilis (King Eider); same species,General List (vol. I); engraved caption on the leaf; crosswalk
376,,Surf Scoter,Oidemia perspicillata,Melanitta perspicillata,Surf Scoter,sursco,eBird/Clements 2025,Q742468,2498246,624078BAC17F8111,Melanitta perspicillata_Surf Scoter,,high,yes,Oidemia perspicillata Flem. = Melanitta perspicillata (Surf Scoter); same species,General List (vol. I); engraved caption on the leaf; crosswalk
377,,Velvet Scoter,Oidemia fusca,Melanitta fusca,Velvet Scoter,whwsco3,eBird/Clements 2025,Q40526803,7191092,,Melanitta fusca_Velvet Scoter,,high,yes,Velvet Scoter (American White-winged Scoter split off),General List (vol. I); engraved caption on the leaf; crosswalk
378,,Black Scoter,Oidemia nigra,Melanitta nigra,Common Scoter,blksco1,eBird/Clements 2025,Q27434,2498247,246981996A4998ED,Melanitta nigra_Common Scoter,,high,yes,Black Scoter of Gould = Common Scoter M. nigra (American Black Scoter M. americana split off). Trap: BirdNET's 'Black Scoter' is M. americana,General List (vol. I); engraved caption on the leaf; crosswalk
379,,Golden Eye,Clangula vulgaris,Bucephala clangula,Common Goldeneye,comgol,eBird/Clements 2025,Q29865,2498326,68EA281AF74846D2,Bucephala clangula_Common Goldeneye,,high,yes,Golden Eye,General List (vol. I); engraved caption on the leaf; crosswalk
380,,Barrow's Duck,Clangula Barrovii,Bucephala islandica,Barrow's Goldeneye,bargol,eBird/Clements 2025,Q369767,2498325,9456DEDF7E1AADF3,Bucephala islandica_Barrow's Goldeneye,,high,yes,Barrow's Goldeneye,General List (vol. I); engraved caption on the leaf; crosswalk
381,,Harlequin Duck,Clangula histrionica,Histrionicus histrionicus,Harlequin Duck,harduc,eBird/Clements 2025,Q331179,2498224,BCBD2EAECA774B19,Histrionicus histrionicus_Harlequin Duck,,high,yes,"Clangula histrionica Leach. = Histrionicus histrionicus (Harlequin Duck); same species, older binomial",General List (vol. I); engraved caption on the leaf; crosswalk
382,,Long-tailed Duck,Harelda glacialis,Clangula hyemalis,Long-tailed Duck,lotduc,eBird/Clements 2025,Q26597,2498273,AF0C7BDEC7CEBAAC,Clangula hyemalis_Long-tailed Duck,,high,yes,Long-tailed Duck,General List (vol. I); engraved caption on the leaf; crosswalk
383,,White-headed Duck,Undina leucocephala,,,,,,,,,,high,no,"Undina leucocephala = Oxyura leucocephala, which is not a BirdNET V2.4 label; blank",General List (vol. I); crosswalk
384,,Goosander,Mergus Merganser,Mergus merganser,Common Merganser,commer,eBird/Clements 2025,Q180991,9537647,407E2CA886367DBB,Mergus merganser_Common Merganser,,high,yes,Goosander,General List (vol. I); engraved caption on the leaf; crosswalk
385,,Red-breasted Merganser,Mergus serrator,Mergus serrator,Red-breasted Merganser,rebmer,eBird/Clements 2025,Q189609,2498375,8DB64266A42FC19B,Mergus serrator_Red-breasted Merganser,,high,yes,Mergus serrator Linn. = Mergus serrator (Red-breasted Merganser); same species,General List (vol. I); engraved caption on the leaf; crosswalk
386,,Hooded Merganser,Mergus cucullatus,Lophodytes cucullatus,Hooded Merganser,hoomer,eBird/Clements 2025,Q241349,2498408,60E6081E3DF8CFA4,Lophodytes cucullatus_Hooded Merganser,,high,yes,Mergus cucullatus Linn. = Lophodytes cucullatus (Hooded Merganser); same species,General List (vol. I); engraved caption on the leaf; crosswalk
387,,Smew,Mergus albellus,Mergellus albellus,Smew,smew,eBird/Clements 2025,Q200646,2498285,F1F520368CC95F88,Mergellus albellus_Smew,,high,yes,Mergus albellus Linn. = Mergellus albellus (Smew); same species,General List (vol. I); engraved caption on the leaf; crosswalk
388,,Great-crested Grebe,Podiceps cristatus,Podiceps cristatus,Great Crested Grebe,grcgre1,eBird/Clements 2025,Q25422,2482054,8F269702DC208010,Podiceps cristatus_Great Crested Grebe,,high,yes,Podiceps cristatus Lath. = Podiceps cristatus (Great Crested Grebe); same species,General List (vol. I); engraved caption on the leaf; crosswalk
389,,Red-necked Grebe,Podiceps rubricollis,Podiceps grisegena,Red-necked Grebe,rengre,eBird/Clements 2025,Q179919,2482051,1CBD2CED48B674A4,Podiceps grisegena_Red-necked Grebe,,high,yes,Red-necked Grebe,General List (vol. I); engraved caption on the leaf; crosswalk
390,,Horned Grebe,Podiceps cornutus,Podiceps auritus,Horned Grebe,horgre,eBird/Clements 2025,Q192058,2482059,018B316959E84738,Podiceps auritus_Horned Grebe,,high,yes,Gould's Horned Grebe = Slavonian/Horned Grebe P. auritus,General List (vol. I); engraved caption on the leaf; crosswalk
391,,Eared Grebe,Podiceps auritus,Podiceps nigricollis,Eared Grebe,eargre,eBird/Clements 2025,Q185183,2482065,32DCEC14D7AE129B,Podiceps nigricollis_Eared Grebe,,high,yes,Gould's Eared Grebe (Latham's auritus) = Black-necked Grebe P. nigricollis. Trap: modern P. auritus is the Horned Grebe (plate 390),General List (vol. I); engraved caption on the leaf; crosswalk
392,,"Little Grebe, or Dabchick",Podiceps minor,Tachybaptus ruficollis,Little Grebe,litgre1,eBird/Clements 2025,Q25421,2482048,215FEA89A0F19F5C,Tachybaptus ruficollis_Little Grebe,,high,yes,Little Grebe,General List (vol. I); engraved caption on the leaf; crosswalk
393,,Northern Diver,Colymbus glacialis,Gavia immer,Common Loon,comloo,eBird/Clements 2025,Q190342,2481962,7E02237895784E9A,Gavia immer_Common Loon,,high,yes,Great Northern Diver = Common Loon,General List (vol. I); engraved caption on the leaf; crosswalk
394,,Black-throated Diver,Colymbus arcticus,Gavia arctica,Arctic Loon,arcloo,eBird/Clements 2025,Q184432,2481959,CA5852BE6E617DBD,Gavia arctica_Arctic Loon,,high,yes,"Colymbus arcticus Linn. = Gavia arctica (Arctic Loon); same species, older binomial",General List (vol. I); engraved caption on the leaf; crosswalk
395,,Red-throated Diver,Colymbus septentrionalis,Gavia stellata,Red-throated Loon,retloo,eBird/Clements 2025,Q26691,2481958,6C50988A5445ED76,Gavia stellata_Red-throated Loon,,high,yes,"Colymbus septentrionalis Linn. = Gavia stellata (Red-throated Loon); same species, older binomial",General List (vol. I); engraved caption on the leaf; crosswalk
396,,Foolish Guillemot,Uria Troile,Uria aalge,Common Murre,commur,eBird/Clements 2025,Q21062,2481342,39F29B55EF9A542F,Uria aalge_Common Murre,,high,yes,Guillemot = Common Murre,General List (vol. I); engraved caption on the leaf; crosswalk
397,,Bridled Guillemot,Uria lacrymans,Uria aalge,Common Murre,commur,eBird/Clements 2025,Q21062,2481342,39F29B55EF9A542F,Uria aalge_Common Murre,variant,high,no,Bridled Guillemot is the bridled morph of the Common Murre,General List (vol. I); crosswalk
398,,Brunnich's Guillemot,Uria Brunnichii,Uria lomvia,Thick-billed Murre,thbmur,eBird/Clements 2025,Q728682,2481339,B70B5840ABCD5CFC,Uria lomvia_Thick-billed Murre,,high,yes,Brünnich's Guillemot = Thick-billed Murre,General List (vol. I); engraved caption on the leaf; crosswalk
399,,Black Guillemot,Uria Grylle,Cepphus grylle,Black Guillemot,blkgui,eBird/Clements 2025,Q212055,2481312,B5AA5952E13FE5F3,Cepphus grylle_Black Guillemot,,high,yes,Uria Grylle Lath. = Cepphus grylle (Black Guillemot); same species,General List (vol. I); engraved caption on the leaf; crosswalk
400,,Great Auk,Alca impennis,,,,,,,,,,high,no,"Great Auk: extinct, not a BirdNET label. Blank",General List (vol. I); crosswalk
401,,Razor-billed Auk,Alca Torda,Alca torda,Razorbill,razorb,eBird/Clements 2025,Q27102,8277073,64F4DD81371B269F,Alca torda_Razorbill,,high,yes,Alca Torda Linn. = Alca torda (Razorbill); same species,General List (vol. I); engraved caption on the leaf; crosswalk
402,,Little Auk,Mergulus alle,,,,,,,,,,high,no,"Mergulus alle = Alle alle, which is not a BirdNET V2.4 label; blank. Little Auk = Dovekie",General List (vol. I); crosswalk
403,,Puffin,Mormon Fratercula,Fratercula arctica,Atlantic Puffin,atlpuf,eBird/Clements 2025,Q26685,2481353,2771624B64AD7F2C,Fratercula arctica_Atlantic Puffin,,high,yes,"Mormon Fratercula Temm. = Fratercula arctica (Atlantic Puffin); same species, older binomial",General List (vol. I); engraved caption on the leaf; crosswalk
404,,Northern Puffin,Mormon glacialis,Fratercula arctica,Atlantic Puffin,atlpuf,eBird/Clements 2025,Q26685,2481353,2771624B64AD7F2C,Fratercula arctica_Atlantic Puffin,subspecies,high,no,"Mormon glacialis Leach = the large high-Arctic Atlantic Puffin, F. arctica naumanni",General List (vol. I); crosswalk
405,,Pelican,Pelecanus Onocrotalus,,,,,,,,,,high,no,"Pelecanus Onocrotalus = Pelecanus onocrotalus, which is not a BirdNET V2.4 label; blank",General List (vol. I); crosswalk
406,,Dalmatian Pelican,Pelecanus crispus,,,,,,,,,,high,no,"Pelecanus crispus = Pelecanus crispus, which is not a BirdNET V2.4 label; blank",General List (vol. I); crosswalk
407,,Common Cormorant,Phalacrocorax Carbo,Phalacrocorax carbo,Great Cormorant,grecor,eBird/Clements 2025,Q25440,2481890,ACD40E8C3CC720BF,Phalacrocorax carbo_Great Cormorant,,high,yes,Phalacrocorax Carbo Steph. = Phalacrocorax carbo (Great Cormorant); same species,General List (vol. I); engraved caption on the leaf; crosswalk
408,,Black Cormorant,Phalacrocorax Graculus,,,,,,,,,,low,no,"Pelecanus graculus Linn. is the Shag, but Gould's 'Black Cormorant' sits beside his separate Shag (plate 410); it may be a Shag in another dress or a cormorant. Blank",General List (vol. I); crosswalk
409,,Little Cormorant,Phalacrocorax pygmæus,,,,,,,,,,high,no,"Phalacrocorax pygmæus = Microcarbo pygmaeus, which is not a BirdNET V2.4 label; blank",General List (vol. I); crosswalk
410,,"Shag, or Green Cormorant",Phalacrocorax cristatus,,,,,,,,,,high,no,"Phalacrocorax cristatus = Gulosus aristotelis, which is not a BirdNET V2.4 label; blank. Shag",General List (vol. I); crosswalk
411,,Desmarest's Cormorant,Phalacrocorax Desmarestii,,,,,,,,,subspecies,high,no,"Phalacrocorax Desmarestii = Gulosus aristotelis, which is not a BirdNET V2.4 label; blank. Desmarest's Cormorant = the Mediterranean Shag, G. aristotelis desmarestii",General List (vol. I); crosswalk
412,,Solan Gannet,Sula Bassana,Morus bassanus,Northern Gannet,norgan,eBird/Clements 2025,Q26675,2480964,534FB490884C6D33,Morus bassanus_Northern Gannet,,high,yes,"Sula Bassana Briss. = Morus bassanus (Northern Gannet); same species, older binomial",General List (vol. I); engraved caption on the leaf; crosswalk
413,,Black-tailed Gannet,Sula melanura,,,,,,,,,,low,no,"Sula melanura Temm. = Cape Gannet (Morus capensis), not a BirdNET label. Blank",General List (vol. I); crosswalk
414,,Caspian Tern,Sterna Caspia,Hydroprogne caspia,Caspian Tern,caster1,eBird/Clements 2025,Q27129,2481236,BC06BC0D1056BC7B,Hydroprogne caspia_Caspian Tern,,high,yes,Sterna Caspia Pall. = Hydroprogne caspia (Caspian Tern); same species,General List (vol. I); engraved caption on the leaf; crosswalk
415,,Sandwich Tern,Sterna cantiaca,Thalasseus sandvicensis,Sandwich Tern,santer1,eBird/Clements 2025,Q27547,2481240,04B49AE78FFF9B68,Thalasseus sandvicensis_Sandwich Tern,,high,yes,"Sterna cantiaca Gmel. = Thalasseus sandvicensis (Sandwich Tern); same species, older binomial",General List (vol. I); engraved caption on the leaf; crosswalk
416,,Gull-billed Tern,Sterna Anglica,Gelochelidon nilotica,Gull-billed Tern,gubter2,eBird/Clements 2025,,,,Gelochelidon nilotica_Gull-billed Tern,,high,yes,Gull-billed Tern,General List (vol. I); engraved caption on the leaf; crosswalk
417,,Common Tern,Sterna Hirundo,Sterna hirundo,Common Tern,comter,eBird/Clements 2025,Q18875,9367409,4D2FF6F13790ED7E,Sterna hirundo_Common Tern,,high,yes,Sterna Hirundo Linn. = Sterna hirundo (Common Tern); same species,General List (vol. I); engraved caption on the leaf; crosswalk
418,,Roseate Tern,Sterna Dougallii,Sterna dougallii,Roseate Tern,roster,eBird/Clements 2025,Q321293,5229249,74236837A4AFD042,Sterna dougallii_Roseate Tern,,high,yes,Sterna Dougallii Mont. = Sterna dougallii (Roseate Tern); same species,General List (vol. I); engraved caption on the leaf; crosswalk
419,,Arctic Tern,Sterna Arctica,Sterna paradisaea,Arctic Tern,arcter,eBird/Clements 2025,Q26800,5229230,BDC5CF80BE6CFC21,Sterna paradisaea_Arctic Tern,,high,yes,"Sterna Arctica Temm. = Sterna paradisaea (Arctic Tern); same species, older binomial",General List (vol. I); engraved caption on the leaf; crosswalk
420,,Little Tern,Sterna minuta,Sternula albifrons,Little Tern,litter1,eBird/Clements 2025,Q12267692,5789279,17310BF0FE9BAC8A,Sternula albifrons_Little Tern,,high,yes,"Sterna minuta Linn. = Sternula albifrons (Little Tern); same species, older binomial",General List (vol. I); engraved caption on the leaf; crosswalk
421,,Noddy Tern,Sterna stolida,Anous stolidus,Brown Noddy,brnnod,eBird/Clements 2025,Q525717,2481113,A070171E774B95B5,Anous stolidus_Brown Noddy,,high,yes,Noddy = Brown Noddy,General List (vol. I); engraved caption on the leaf; crosswalk
422,,Black Tern,Viralva nigra,Chlidonias niger,Black Tern,blkter,eBird/Clements 2025,Q27215,2481119,115AF02DD58018FB,Chlidonias niger_Black Tern,,high,yes,"Viralva nigra Leach. = Chlidonias niger (Black Tern); same species, older binomial",General List (vol. I); engraved caption on the leaf; crosswalk
423,,White-winged Tern,Viralva leucoptera,Chlidonias leucopterus,White-winged Tern,whwter,eBird/Clements 2025,Q241753,2481120,43CAAEE3B0D305D9,Chlidonias leucopterus_White-winged Tern,,high,yes,"Viralva leucoptera Leach. = Chlidonias leucopterus (White-winged Tern); same species, older binomial",General List (vol. I); engraved caption on the leaf; crosswalk
424,,Moustache Tern,Viralva leucopareïa,Chlidonias hybrida,Whiskered Tern,whiter2,eBird/Clements 2025,Q233616,2481121,7AB4E42B260B5954,Chlidonias hybrida_Whiskered Tern,,high,yes,Moustache Tern = Whiskered Tern,General List (vol. I); engraved caption on the leaf; crosswalk
425,,Laughing Gull,Xema ridibunda,Chroicocephalus ridibundus,Black-headed Gull,bkhgul,eBird/Clements 2025,Q25634,6065824,FB02DD9658CC1EC6,Chroicocephalus ridibundus_Black-headed Gull,,high,yes,"anchor, verified on the plate: Gould's 'Laughing Gull' = Black-headed Gull",General List (vol. I); engraved caption on the leaf; crosswalk
426,,Black-winged Gull,Xema atricilla,Leucophaeus atricilla,Laughing Gull,laugul,eBird/Clements 2025,Q528764,6065844,6CDC3C9C8B50EA71,Leucophaeus atricilla_Laughing Gull,,high,yes,Larus atricilla Linn. = (American) Laughing Gull; Gould's English 'Black-winged Gull',General List (vol. I); engraved caption on the leaf; crosswalk
427,,Black-headed Gull,Xema melanocephala,Ichthyaetus melanocephalus,Mediterranean Gull,medgul1,eBird/Clements 2025,Q276189,8151548,052BFA8A77EED5AF,Ichthyaetus melanocephalus_Mediterranean Gull,,high,yes,"anchor, verified on the plate: Gould's 'Black-headed Gull' = Mediterranean Gull",General List (vol. I); engraved caption on the leaf; crosswalk
428,,Little Gull,Xema minuta,Hydrocoloeus minutus,Little Gull,litgul,eBird/Clements 2025,Q164467,6065841,F89FD6E3A367C008,Hydrocoloeus minutus_Little Gull,,high,yes,"Xema minuta Boje. = Hydrocoloeus minutus (Little Gull); same species, older binomial",General List (vol. I); engraved caption on the leaf; crosswalk
429,,Sabine's Gull,Xema Sabinii,Xema sabini,Sabine's Gull,sabgul,eBird/Clements 2025,Q212047,2481221,86182656472B476B,Xema sabini_Sabine's Gull,,high,yes,"Xema Sabinii Leach. = Xema sabini (Sabine's Gull); same species, older binomial",General List (vol. I); engraved caption on the leaf; crosswalk
430,,Great Black-backed Gull,Larus marinus,Larus marinus,Great Black-backed Gull,gbbgul,eBird/Clements 2025,Q26629,2481172,E826E9F3FBAED223,Larus marinus_Great Black-backed Gull,,high,yes,Larus marinus Linn. = Larus marinus (Great Black-backed Gull); same species,General List (vol. I); engraved caption on the leaf; crosswalk
431,,Lesser Black-backed Gull,Larus fuscus,Larus fuscus,Lesser Black-backed Gull,lbbgul,eBird/Clements 2025,Q27160,2481174,49025D8B171EFAD7,Larus fuscus_Lesser Black-backed Gull,,high,yes,Larus fuscus Linn. = Larus fuscus (Lesser Black-backed Gull); same species,General List (vol. I); engraved caption on the leaf; crosswalk
432,,Glaucous Gull,Larus glaucus,Larus hyperboreus,Glaucous Gull,glagul,eBird/Clements 2025,Q27375,2481127,A59FA446D6B40057,Larus hyperboreus_Glaucous Gull,,high,yes,Glaucous Gull,General List (vol. I); engraved caption on the leaf; crosswalk
